name,kind,domain,omics_type,contributing_projects,n_projects,n_implementations,licenses,integration_mode,redistributable,signature,external_deps,source_paths,description,native_connectors,availability
geomaster,skill,wgs,wgs,K-Dense,1,1,MIT,vendor,True,,planetarycomputer.microsoft.com,K-Dense-scientific-agent-skills/skills/geomaster/SKILL.md,"Comprehensive geospatial science skill covering remote sensing, GIS, spatial analysis, machine learning for earth observation, and 30+ scientific domains. Supports satellite imagery processing (Sentinel, Landsat, MODIS, SAR, hyperspectral), vector and raster data operations, spatial statistics, point cloud processing, network analysis, cloud-native workflows (STAC, COG, Planetary Computer), and 8 ",mcp-omics-archives,already-available
gi-annotation,skill,genomics,wgs,ClawBio,1,1,MIT,vendor,True,,api.genomicintelligence.ai;docs.genomicintelligence.ai;genomicintelligence.ai,ClawBio/skills/gi-annotation/SKILL.md,"Predict gene and transcript structure (intervals, exons, strand) from a DNA sequence using the Genomic Intelligence DNA Annotation model, via the hosted /v1/tasks/annotation/predict API. Async-only — the pipeline takes ~20 s for ~20 kbp.",,wrappable
gi-enhancer,skill,genomics,wgs,ClawBio,1,1,MIT,vendor,True,,api.genomicintelligence.ai;docs.genomicintelligence.ai;genomicintelligence.ai,ClawBio/skills/gi-enhancer/SKILL.md,"Predict enhancer activity in DNA sequences using the Genomic Intelligence G0 DeepSTARR model, via the hosted /v1/tasks/enhancer/predict API. Returns per-window activity scores.",,wrappable
gi-expression,skill,genomics,wgs,ClawBio,1,1,MIT,vendor,True,,api.genomicintelligence.ai;docs.genomicintelligence.ai;genomicintelligence.ai,ClawBio/skills/gi-expression/SKILL.md,"Predict tissue / cell-type expression (log TPM + TPM) from a 9,198 bp TSS-centered DNA sequence using the Genomic Intelligence G0 Expression model, via the hosted /v1/tasks/expression/predict API. The model is conditioned on a free-text cell-type / assay description.",,wrappable
gi-promoter,skill,genomics,wgs,ClawBio,1,1,MIT,vendor,True,,api.genomicintelligence.ai;docs.genomicintelligence.ai;genomicintelligence.ai,ClawBio/skills/gi-promoter/SKILL.md,"Detect promoter regions in DNA sequences using the Genomic Intelligence G0 transformer (GENA-LM BERT Large), via the hosted /v1/tasks/promoter/predict API. Returns per-window promoter probabilities and called regions.",,wrappable
gi-splice,skill,genomics,wgs,ClawBio,1,1,MIT,vendor,True,,api.genomicintelligence.ai;docs.genomicintelligence.ai;genomicintelligence.ai,ClawBio/skills/gi-splice/SKILL.md,"Detect splice donor and acceptor sites in DNA sequences using the Genomic Intelligence G0 BigBird transformer, via the hosted /v1/tasks/splice/predict API. Returns per-position site probabilities and called sites.",mcp-drug-regulatory,already-available
gtars,skill,wgs,wgs,K-Dense,1,1,MIT,vendor,True,,api.bedbase.org;crates.io,K-Dense-scientific-agent-skills/skills/gtars/SKILL.md,"Use Gtars for local genomic interval models and set algebra, overlaps and counts, consensus and coverage, tokenization, fragment processing, and refget/BEDbase planning across Python, Rust, and the CLI.",,wrappable
gwas-lookup,skill,wgs,wgs,ClawBio,1,1,MIT,vendor,True,,sashagusev.github.io,ClawBio/skills/gwas-lookup/SKILL.md,"Federated variant lookup across 9 genomic databases — GWAS Catalog, Open Targets, PheWeb (UKB, FinnGen, BBJ), GTEx, eQTL Catalogue, and more.",mcp-clinical-genomics;mcp-expression;mcp-human-genetics,already-available
gwas-pipeline,skill,gwas,wgs,ClawBio,1,1,MIT,vendor,True,,pubmed.ncbi.nlm.nih.gov,ClawBio/skills/gwas-pipeline/SKILL.md,"End-to-end GWAS automation wrapping PLINK2 for genotype QC and REGENIE for two-step whole-genome regression association testing. Produces Manhattan plots, QQ plots, clumped lead variants, and structured summary statistics.",mcp-human-genetics;mcp-pubmed,already-available
hla-typing,skill,allele,wgs,ClawBio,1,1,MIT,vendor,True,,,ClawBio/skills/hla-typing/SKILL.md,HLA allele typing from WGS/WES VCF data,,wrappable
illumina-bridge,skill,illumina,wgs,ClawBio,1,1,MIT,vendor,True,,support-docs.illumina.com;www.illumina.com,ClawBio/skills/illumina-bridge/SKILL.md,Import DRAGEN-exported Illumina result bundles into ClawBio for local tertiary analysis and downstream routing.,,wrappable
just-prs-mcp,skill,polygenic-risk-score,wgs,ClawBio,1,1,MIT,vendor,True,,www.pgscatalog.org,ClawBio/skills/just-prs-mcp/SKILL.md,Compute evidence-aware polygenic risk scores from a local VCF or WGS file through the validated just-prs engine and a pinned local just-prs MCP server.,,wrappable
ld-1000g-region-compute,skill,ld,wgs,ClawBio,1,1,MIT,vendor,True,,ftp.1000genomes.ebi.ac.uk;www.cog-genomics.org,ClawBio/skills/ld-1000g-region-compute/SKILL.md,"Compute pairwise r² between a lead variant and every variant in a window using the 1000 Genomes Phase 3 GRCh38 reference panel, ancestry-stratified. Use when an agent needs LD coloring for a regional plot or LD pruning around a candidate causal variant. Single client (on-demand region fetch from EBI 1000G FTP); no multi-GB cold-start.",,wrappable
locuscompare-region-render,skill,regional-plot,wgs,ClawBio,1,1,MIT,vendor,True,,ftp.1000genomes.ebi.ac.uk;ftp.ebi.ac.uk;rest.ensembl.org,ClawBio/skills/locuscompare-region-render/SKILL.md,"Render a 4-panel regional LocusCompare diagnostic for one (lead variant, exposure study, outcome study) tuple - overlays GWAS Manhattan, QTL Manhattan, GENCODE gene track, and cross-trait scatter colored by LD r². Use when an agent needs visual confirmation that two GWAS / QTL signals share the same causal variant (the Liu 2019 LocusCompare convention). Inputs: lead variant + two pre-fetched harmo",mcp-biomart;mcp-genomes;mcp-human-genetics;mcp-regulation,already-available
multiqc-reporter,skill,qc,wgs,ClawBio,1,1,MIT,vendor,True,,,ClawBio/skills/multiqc-reporter/SKILL.md,"Aggregates QC reports from any bioinformatics tool outputs (FastQC, fastp, STAR, Picard, samtools, etc.) into a single MultiQC HTML report plus a ClawBio markdown summary with per-sample QC metrics.",mcp-genes-ontologies,already-available
ncbi-datasets,skill,ncbi,wgs,ClawBio,1,1,MIT,vendor,True,,www.ncbi.nlm.nih.gov,ClawBio/skills/ncbi-datasets/SKILL.md,"Download genomes, genes, virus sequences, and taxonomy data from NCBI using the datasets and dataformat CLI tools.",mcp-genes-ontologies;mcp-pubmed,already-available
nextflow,skill,wgs,wgs,K-Dense,1,1,MIT,vendor,True,,get.nextflow.io;nf-co.re;training.nextflow.io;www.nextflow.io,K-Dense-scientific-agent-skills/skills/nextflow/SKILL.md,"Build, run, and debug Nextflow data pipelines and nf-core workflows end to end. Use whenever the user mentions Nextflow, nf-core, .nf files, nextflow.config, DSL2, processes/channels/operators, samplesheets, or wants to run a community pipeline (e.g. nf-core/rnaseq, nf-core/sarek), write or test a module/subworkflow with nf-test, configure executors/containers (Docker, Singularity/Apptainer, Conda",,wrappable
nf-core: Hi-C Chromatin Conformation Pipeline,skill,skills,wgs,PantheonOS,1,1,BSD-2-Clause,vendor,True,,,PantheonOS_src/pantheon/factory/templates/skills/omics/upstream_processing/nfcore/nfcore_hic.md,"nf-core/hic pipeline for processing Hi-C chromosome conformation capture data, from raw reads to contact maps, TADs, and A/B compartments.",,wrappable
nf-core: Variant Calling Pipeline (Sarek),skill,skills,wgs,PantheonOS,1,1,BSD-2-Clause,vendor,True,,,PantheonOS_src/pantheon/factory/templates/skills/omics/upstream_processing/nfcore/nfcore_variant_calling.md,"nf-core/sarek pipeline for germline and somatic variant detection from WGS, WES, or targeted sequencing with 16+ variant callers.",,wrappable
nfcore-sarek-wrapper,skill,sarek,wgs,ClawBio,1,1,MIT,vendor,True,,gatk.broadinstitute.org;www.ensembl.org,ClawBio/skills/nfcore-sarek-wrapper/SKILL.md,"ClawBio wrapper around nf-core/sarek 3.8.1 covering mapping through annotation for germline, tumor-only, and somatic paired analyses.",mcp-biomart;mcp-genomes,already-available
nutrigx,skill,nutrigenomics,wgs,ClawBio,1,1,MIT,vendor,True,,,ClawBio/skills/nutrigx/SKILL.md,"Personalised nutrition report from consumer genetic data (23andMe, AncestryDNA, VCF) — interrogates nutritionally-relevant SNPs and generates actionable dietary guidance, all computed locally.",,wrappable
pathogen-variant-surveillance,skill,wgs,wgs,K-Dense,1,1,MIT,vendor,True,,,K-Dense-scientific-agent-skills/skills/pathogen-variant-surveillance/SKILL.md,"Query live pathogen genomic surveillance data through the GenSpectrum LAPIS API to find which viral lineages are circulating now, how fast they are growing, and what mutations they carry. Use whenever a question depends on the current state of a pathogen population rather than on remembered facts - which SARS-CoV-2 variant is dominant, whether a Pango lineage is still designated or has been withdr",,wrappable
pharmgx-reporter,skill,pharmacogenomics,wgs,ClawBio,1,1,MIT,vendor,True,,cpicpgx.org;www.fda.gov,ClawBio/skills/pharmgx-reporter/SKILL.md,"Pharmacogenomic report from DTC genetic data (23andMe/AncestryDNA) — 12 genes, 31 SNPs, 51 drugs",mcp-drug-regulatory,already-available
phylogenetics-builder,skill,wgs,wgs,ClawBio,1,1,MIT,vendor,True,,,ClawBio/skills/phylogenetics-builder/SKILL.md,"End-to-end ML phylogenetic tree inference — MSA, trimming, ModelFinder, IQ-TREE2/RAxML-NG.",,wrappable
polars-bio,skill,genomic-intervals,wgs,ClawBio;K-Dense,2,2,MIT,vendor,True,,,ClawBio/skills/polars-bio/SKILL.md;K-Dense-scientific-agent-skills/skills/polars-bio/SKILL.md,"Fast genomic interval operations (overlap, nearest, merge, coverage, cluster, complement, subtract, count-overlaps), multi-format bioinformatics I/O, DataFusion SQL, and pileup on Polars DataFrames via polars-bio. A scalable bioframe/bedtools alternative.",,wrappable
pysam,skill,wgs,wgs,K-Dense,1,1,MIT,vendor,True,,,K-Dense-scientific-agent-skills/skills/pysam/SKILL.md,"Python/HTSlib workflows for genomic files. Use when reading, querying, filtering, or writing SAM/BAM/CRAM, VCF/BCF, FASTA/FASTQ, or tabix data with pysam, including pileup, coverage, indexing, and CRAM references.",,wrappable
rare-high-impact-variants,skill,count,wgs,ClawBio,1,1,MIT,vendor,True,,,ClawBio/skills/rare-high-impact-variants/SKILL.md,"Count rare, high-impact loss-of-function variants carried in a VCF, annotated with molecular consequence and population allele frequency",,wrappable
recombinator,skill,genomebook,wgs,ClawBio,1,1,MIT,vendor,True,,,ClawBio/skills/recombinator/SKILL.md,"Produce offspring genomes from parent pairs via meiotic recombination, mutation, and clinical evaluation",,wrappable
seq-wrangler,skill,fastq,wgs,ClawBio,1,1,MIT,vendor,True,,,ClawBio/skills/seq-wrangler/SKILL.md,"NGS read QC, alignment, and BAM processing pipeline. Wraps FastQC, BWA/Bowtie2/Minimap2, SAMtools, and MultiQC for automated read-to-BAM workflows.",mcp-genes-ontologies,already-available
skill,skill,wgs,wgs,ClawBio,1,1,MIT,vendor,True,,,ClawBio/skills/clawpathy-autoresearch/examples/demo_task/skill/SKILL.md,,,wrappable
skill-builder,skill,meta,wgs,ClawBio,1,1,MIT,vendor,True,,,ClawBio/skills/skill-builder/SKILL.md,"Scaffold a new ClawBio skill from a spec file (JSON/YAML) or interactively — generates SKILL.md, Python skeleton, tests, and updates catalog.json",,wrappable
soul2dna,skill,genomebook,wgs,ClawBio,1,1,MIT,vendor,True,,,ClawBio/skills/soul2dna/SKILL.md,Compile SOUL.md character profiles into synthetic diploid genomes (.genome.json) via trait-to-allele mapping,,wrappable
tiledbvcf,skill,wgs,wgs,K-Dense,1,1,MIT,vendor,True,,cloud.tiledb.com,K-Dense-scientific-agent-skills/skills/tiledbvcf/SKILL.md,"Efficient storage and retrieval of genomic variant data using TileDB. Scalable VCF/BCF ingestion, incremental sample addition, compressed storage, parallel queries, and export capabilities for population genomics.",,wrappable
variant-annotation,skill,genomics,wgs,ClawBio,1,1,MIT,vendor,True,,gnomad.broadinstitute.org;rest.ensembl.org;samtools.github.io;www.ensembl.org;www.ncbi.nlm.nih.gov,ClawBio/skills/variant-annotation/SKILL.md,"Annotate VCF variants with Ensembl VEP REST, ClinVar significance, gnomAD/population frequency context, and prioritized variant ranking.",mcp-biomart;mcp-genes-ontologies;mcp-genomes;mcp-pubmed;mcp-variants,already-available
vcf-annotator,skill,vcf,wgs,ClawBio,1,1,MIT,vendor,True,,gnomad.broadinstitute.org;rest.ensembl.org;www.ensembl.org;www.ncbi.nlm.nih.gov,ClawBio/skills/vcf-annotator/SKILL.md,"Annotate VCF variants with Ensembl VEP, ClinVar, and gnomAD. Ranks variants by impact (HIGH/MODERATE/LOW/MODIFIER) and generates a reproducible report.",mcp-biomart;mcp-genomes;mcp-pubmed;mcp-variants,already-available
wgs-prs,skill,wgs,wgs,ClawBio,1,1,MIT,vendor,True,,get.nextflow.io,ClawBio/skills/wgs-prs/SKILL.md,"End-to-end WGS to polygenic risk score pipeline. Takes paired-end FASTQ files (or a pre-existing VCF) through nf-core/sarek for variant calling, applies VCF QC (normalisation, hard filtering, Ti/Tv and Het/Hom checks), then computes polygenic risk scores via the PGS Catalog. Fills the FASTQ to VCF gap upstream of the gwas-prs skill.",,wrappable
DESeq2,software,library_content_dict,bulk_rnaseq,Biomni,1,1,Apache-2.0,vendor,True,,,Biomni/biomni/env_desc.py,"[R Package] Differential gene expression analysis based on the negative binomial distribution. Use with subprocess.run(['Rscript', '-e', 'library(DESeq2); ...']).",,wrappable
edgeR,software,library_content_dict,bulk_rnaseq,Biomni,1,1,Apache-2.0,vendor,True,,,Biomni/biomni/env_desc.py,"[R Package] Empirical Analysis of Digital Gene Expression Data in R, for differential expression analysis. Use with subprocess calls.",,wrappable
deeppurpose,software,library_content_dict,chemistry,Biomni,1,1,Apache-2.0,vendor,True,,,Biomni/biomni/env_desc.py,[Python Package] A deep learning library for drug-target interaction prediction and virtual screening.,,wrappable
descriptastorus,software,library_content_dict,chemistry,Biomni,1,1,Apache-2.0,vendor,True,,,Biomni/biomni/env_desc.py,[Python Package] A library for computing molecular descriptors for machine learning applications in drug discovery.,,wrappable
pyscreener,software,library_content_dict,chemistry,Biomni,1,1,Apache-2.0,vendor,True,,,Biomni/biomni/env_desc.py,[Python Package] A Python package for virtual screening of chemical compounds.,,wrappable
pytdc,software,library_content_dict,chemistry,Biomni,1,1,Apache-2.0,vendor,True,,,Biomni/biomni/env_desc.py,"[Python Package] A Python package for Therapeutics Data Commons, providing access to machine learning datasets for drug discovery.",,wrappable
rdkit,software,library_content_dict,chemistry,Biomni,1,1,Apache-2.0,vendor,True,,,Biomni/biomni/env_desc.py,[Python Package] A collection of cheminformatics and machine learning tools for working with chemical structures and drug discovery.,mcp-genes-ontologies,already-available
ADFR,software,library_content_dict,general,Biomni,1,1,Apache-2.0,vendor,True,,,Biomni/biomni/env_desc.py,AutoDock for Receptors suite for molecular docking and virtual screening.,,wrappable
FastTree,software,library_content_dict,general,Biomni,1,1,Apache-2.0,vendor,True,,,Biomni/biomni/env_desc.py,[CLI Tool] Phylogenetic trees from sequence alignments.,,wrappable
FlowIO,software,library_content_dict,general,Biomni,1,1,Apache-2.0,vendor,True,,,Biomni/biomni/env_desc.py,A Python package for reading and writing flow cytometry data files.,,wrappable
